üniversite_adı,ülke,öğretim,uluslararası,araştırma,atıflar,gelir,toplam_puan,öğrenci_sayısı,öğrenci_personel_oranı,uluslararası_öğrenciler,yıl,kadın_oranı,erkek_oranı
New Jersey Institute of Technology,United States of America,18.9,48.5,16.6,32.2,32.2,59.88001693480102,10646,26.2,0.17,2016,0.25,0.75
New Mexico State University,United States of America,19.5,30.5,19.2,47.2,34.6,59.88001693480102,15035,18.8,0.07,2016,0.54,0.46
University of North Carolina at Greensboro,United States of America,18.2,17.4,15.3,43.1,28.9,59.88001693480102,16446,19.2,0.02,2016,0.66,0.34
Oklahoma State University,United States of America,27.5,25.6,22.7,33.1,33.7,59.88001693480102,21270,21.4,0.07,2016,0.49,0.51
Osaka City University,Japan,26.3,21.3,13.4,34.4,40.7,59.88001693480102,8604,10.1,0.04,2016,0.36,0.64
Otto von Guericke University of Magdeburg,Germany,22.9,43.9,14.4,39.7,37.7,59.88001693480102,14104,13.1,0.13,2016,0.42,0.58
University of Oviedo,Spain,19.5,36.2,10.8,41.9,34.1,59.88001693480102,24210,13.7,0.05,2016,0.54,0.46
Palacký University in Olomouc,Czech Republic,19.2,48.8,11.8,42.9,28.7,59.88001693480102,18540,11.4,0.09,2016,0.7,0.3
Panjab University,India,24.6,14.1,8.8,41.0,28.1,59.88001693480102,16691,23.9,0.01,2016,0.46,0.54
Paris Dauphine University,France,21.9,69.3,11.1,27.6,30.6,59.88001693480102,9565,15.4,0.28,2016,0.53,0.47
Pontifical Catholic University of Rio de Janeiro (PUC-Rio),Brazil,24.5,31.3,24.1,23.1,100.0,59.88001693480102,14300,21.2,0.03,2016,0.49,0.51
Portland State University,United States of America,16.8,31.6,14.4,43.3,44.6,59.88001693480102,20398,22.2,0.08,2016,0.54,0.46
University of Pretoria,South Africa,25.6,46.0,21.2,17.5,52.4,59.88001693480102,37314,20.0,0.08,2016,0.57,0.43
Pusan National University,South Korea,27.5,32.9,24.7,20.4,66.8,59.88001693480102,24929,19.7,0.12,2016,0.51,0.49
Quaid-i-azam University,Pakistan,17.9,35.4,9.9,45.6,49.032975986277876,59.88001693480102,12688,25.7,0.0,2016,0.53,0.47
University of Regina,Canada,15.6,47.7,15.8,34.2,34.4,59.88001693480102,11550,22.8,0.12,2016,0.61,0.39
Renmin University of China,China,34.7,40.1,13.7,30.7,42.5,59.88001693480102,24954,12.7,0.06,2016,0.5,0.5
University of Rennes 1,France,17.8,53.0,10.3,44.7,31.7,59.88001693480102,22186,13.9,0.12,2016,0.5,0.5
University of Salamanca,Spain,26.1,40.8,16.9,25.9,31.6,59.88001693480102,31035,17.9,0.12,2016,0.58,0.42
University of Santiago de Compostela,Spain,22.9,37.1,14.1,46.9,32.3,59.88001693480102,29085,15.3,0.06,2016,0.63,0.37
Semmelweis University,Hungary,19.6,81.7,10.6,41.5,30.7,59.88001693480102,12920,10.9,0.25,2016,0.64,0.36
University of Seville,Spain,21.5,32.0,14.9,32.6,36.7,59.88001693480102,64931,17.5,0.07,2016,0.55,0.45
Université de Sherbrooke,Canada,25.6,39.8,9.5,41.3,29.6,59.88001693480102,13438,5.4,0.05,2016,0.54,0.46
Soochow University,China,19.2,16.0,13.7,45.8,75.3,59.88001693480102,36465,12.9,0.02,2016,0.78,0.22
South China University of Technology,China,19.5,17.5,22.1,28.1,86.8,59.88001693480102,41438,17.7,0.03,2016,0.33,0.67
Tallinn University of Technology,Estonia,16.3,37.9,15.0,38.7,44.8,59.88001693480102,14061,28.6,0.05,2016,0.44,0.56
Tehran University of Medical Sciences,Iran,51.8,14.1,20.0,9.3,30.0,59.88001693480102,13912,9.0,0.01,2016,0.62,0.38
University of Texas at Arlington,United States of America,20.1,50.3,10.1,50.9,33.4,59.88001693480102,29396,10.5,0.1,2016,0.6,0.4
Tianjin University,China,36.5,14.7,34.4,12.2,100.0,59.88001693480102,29693,12.2,0.01,2016,0.5,0.5
Tokyo University of Agriculture and Technology,Japan,34.9,19.4,24.1,16.9,39.9,59.88001693480102,5865,14.4,0.05,2016,0.27,0.73
University of Toledo,United States of America,31.6,37.7,13.4,29.9,32.9,59.88001693480102,19465,17.5,0.09,2016,0.5,0.5
Tongji University,China,28.9,37.2,29.2,13.1,63.5,59.88001693480102,37394,13.5,0.1,2016,0.38,0.62
University of Tulsa,United States of America,29.7,43.8,12.9,24.6,71.7,59.88001693480102,4597,12.5,0.25,2016,0.43,0.57
United Arab Emirates University,United Arab Emirates,18.8,95.0,14.8,21.7,30.1,59.88001693480102,9221,12.5,0.26,2016,0.76,0.24
University of Warsaw,Poland,26.1,41.6,15.8,42.2,28.5,59.88001693480102,49292,14.1,0.07,2016,0.67,0.33
University of Wisconsin-Milwaukee,United States of America,17.3,26.0,13.8,45.5,29.0,59.88001693480102,22542,18.4,0.05,2016,0.52,0.48
Xi’an Jiaotong University,China,28.7,25.8,22.5,25.5,70.4,59.88001693480102,29863,12.3,0.04,2016,0.34,0.66
University of Zaragoza,Spain,20.1,33.5,12.7,49.5,36.7,59.88001693480102,31046,11.8,0.05,2016,0.55,0.45
University of A Coruña,Spain,18.3,23.4,10.0,16.6,38.2,59.88001693480102,17062,13.0,0.02,2016,0.52,0.48
Adam Mickiewicz University,Poland,20.0,25.7,11.0,15.3,28.7,59.88001693480102,40633,15.6,0.01,2016,0.71,0.29
AGH University of Science and Technology,Poland,14.2,17.9,3.7,35.7,49.032975986277876,59.88001693480102,35569,17.0,0.01,2016,0.5,0.5
Ajou University,South Korea,19.5,20.0,11.9,23.9,45.7,59.88001693480102,12706,11.3,0.02,2016,0.33,0.67
University of Alcalá,Spain,17.6,50.0,11.2,28.3,43.3,59.88001693480102,30812,25.1,0.18,2016,0.53,0.47
Alexandria University,Egypt,20.3,33.7,8.2,14.1,29.7,59.88001693480102,127431,23.3,0.01,2016,0.46,0.54
Alexandru Ioan Cuza University,Romania,24.9,46.9,13.6,7.0,28.2,59.88001693480102,25724,33.0,0.05,2016,0.63,0.37
Aligarh Muslim University,India,28.3,18.7,10.0,20.9,29.6,59.88001693480102,11197,10.5,0.02,2016,0.17,0.83
American University of Sharjah,United Arab Emirates,12.4,95.6,10.6,13.3,33.3,59.88001693480102,5226,14.1,0.82,2016,0.48,0.52
Amrita University,India,20.4,29.6,5.8,20.7,28.0,59.88001693480102,17273,6.6,0.08,2016,0.5,0.5
Anadolu University,Turkey,12.2,14.3,22.6,10.9,100.0,59.88001693480102,379231,162.6,0.01,2016,0.78,0.22
Andhra University,India,34.8,7.2,6.9,1.2,31.3,59.88001693480102,10407,20.2,0.03,2016,0.36,0.64
University of Antioquia,Colombia,18.1,42.0,21.1,14.8,43.6,59.88001693480102,38872,23.0,0.01,2016,0.5,0.5
Aristotle University of Thessaloniki,Greece,22.6,36.6,15.0,29.5,33.6,59.88001693480102,46288,22.2,0.09,2016,0.52,0.48
"Asia University, Taiwan",Taiwan,14.4,18.3,15.9,30.5,38.4,59.88001693480102,12119,26.3,0.03,2016,0.53,0.47
Athens University of Economics and Business,Greece,13.4,39.2,18.8,31.2,66.5,59.88001693480102,13167,57.5,0.06,2016,0.47,0.53
Auckland University of Technology,New Zealand,17.3,95.6,9.8,21.7,28.5,59.88001693480102,18981,18.1,0.38,2016,0.58,0.42
Austral University of Chile,Chile,16.7,45.2,9.7,14.2,41.1,59.88001693480102,13794,17.8,0.01,2016,0.47,0.53
Belarusian State University,Belarus,20.2,48.2,8.7,6.0,28.0,59.88001693480102,29303,10.6,0.06,2016,0.69,0.31
University of Belgrade,Serbia,20.4,30.5,13.2,14.0,45.6,59.88001693480102,96968,28.3,0.05,2016,0.6,0.4
"Birla Institute of Technology and Science, Pilani",India,18.3,13.7,8.3,17.4,29.6,59.88001693480102,11837,19.5,0.0,2016,0.22,0.78
University of Bradford,United Kingdom,18.7,79.1,15.9,22.7,32.7,59.88001693480102,11065,20.5,0.32,2016,0.53,0.47
University of Brasília,Brazil,21.9,24.1,7.4,10.4,49.032975986277876,59.88001693480102,45880,14.5,0.02,2016,0.52,0.48
University of Brighton,United Kingdom,16.7,62.8,10.7,20.1,29.4,59.88001693480102,16924,19.5,0.19,2016,0.58,0.42
University of Bucharest,Romania,34.3,21.3,11.5,9.9,29.5,59.88001693480102,31806,24.9,0.02,2016,0.7,0.3
Budapest University of Technology and Economics,Hungary,17.1,30.4,13.7,21.6,39.7,59.88001693480102,22447,22.1,0.04,2016,0.32,0.68
Cairo University,Egypt,18.9,31.0,11.1,11.9,30.3,59.88001693480102,231941,39.1,0.03,2016,0.47,0.53
University of Calcutta,India,34.7,13.1,8.7,19.8,29.2,59.88001693480102,18511,32.5,0.0,2016,0.5,0.5
"California State University, Long Beach",United States of America,11.6,18.9,10.4,23.3,49.032975986277876,59.88001693480102,29594,32.3,0.05,2016,0.58,0.42
Capital Medical University,China,26.3,18.8,14.9,16.3,28.8,59.88001693480102,11506,7.1,0.03,2016,0.7,0.3
University of Castilla-La Mancha,Spain,18.4,28.6,10.3,30.5,29.7,59.88001693480102,26381,14.3,0.03,2016,0.56,0.44
University of Central Lancashire,United Kingdom,15.7,54.1,9.4,28.2,28.9,59.88001693480102,18542,17.5,0.17,2016,0.57,0.43
University of Cergy-Pontoise,France,18.7,49.1,6.3,13.2,28.6,59.88001693480102,17000,9.2,0.11,2016,0.53,0.47
Chang Gung University,Taiwan,19.3,15.7,24.7,27.6,31.9,59.88001693480102,7506,12.6,0.0,2016,0.42,0.58
Carlos III University of Madrid,Spain,23.2,44.7,17.4,24.8,34.8,59.88001693480102,15730,11.4,0.09,2016,0.43,0.57
"University of Chemistry and Technology, Prague",Czech Republic,21.6,46.3,12.0,17.4,38.9,59.88001693480102,4699,11.0,0.19,2016,0.5,0.5
Chiang Mai University,Thailand,17.8,34.9,9.4,30.0,32.3,59.88001693480102,35617,16.5,0.01,2016,0.19,0.81
Chiba University,Japan,26.9,21.0,16.8,24.8,55.3,59.88001693480102,14554,12.3,0.05,2016,0.37,0.63
China University of Geosciences (Wuhan),China,21.1,16.1,21.4,21.5,64.5,59.88001693480102,29483,20.7,0.03,2016,0.5,0.5
China University of Petroleum (Beijing),China,23.6,15.9,26.6,4.0,100.0,59.88001693480102,14579,19.4,0.06,2016,0.5,0.5
Chonbuk National University,South Korea,19.7,27.2,14.7,24.5,33.3,59.88001693480102,23270,15.0,0.03,2016,0.45,0.55
Chongqing University,China,19.5,15.5,15.5,8.7,73.8,59.88001693480102,43955,16.0,0.03,2016,0.5,0.5
Chonnam National University,South Korea,17.5,20.4,11.7,29.1,31.4,59.88001693480102,35779,18.5,0.03,2016,0.41,0.59
Chulalongkorn University,Thailand,23.8,32.8,14.1,16.7,37.8,59.88001693480102,38719,14.5,0.02,2016,0.59,0.41
Chung Yuan Christian University,Taiwan,15.9,18.7,22.1,17.4,41.9,59.88001693480102,15020,30.2,0.03,2016,0.41,0.59
Chungnam National University,South Korea,23.2,19.8,17.7,13.2,39.9,59.88001693480102,18361,17.2,0.03,2016,0.5,0.5
Clemson University,United States of America,21.4,34.6,19.7,27.0,35.8,59.88001693480102,19198,17.1,0.08,2016,0.46,0.54
Comenius University in Bratislava,Slovakia,23.0,46.9,10.3,19.6,28.0,59.88001693480102,20879,9.7,0.1,2016,0.54,0.46
Coventry University,United Kingdom,17.1,69.6,7.7,18.4,29.1,59.88001693480102,21934,14.8,0.35,2016,0.47,0.53
Dalian University of Technology,China,22.6,20.7,19.0,23.5,93.3,59.88001693480102,34326,15.2,0.02,2016,0.33,0.67
University of Debrecen,Hungary,17.3,49.0,11.4,20.9,49.032975986277876,59.88001693480102,29714,20.3,0.13,2016,0.57,0.43
University of Delhi,India,29.8,15.4,10.8,19.1,28.2,59.88001693480102,32567,22.9,0.01,2016,0.5,0.5
University of Dhaka,Bangladesh,21.7,37.2,7.2,9.6,49.032975986277876,59.88001693480102,62716,6.9,0.05,2016,0.34,0.66
Dublin Institute of Technology,Republic of Ireland,16.1,70.5,8.8,20.7,28.1,59.88001693480102,13839,18.9,0.25,2016,0.41,0.59
Ehime University,Japan,19.2,20.9,11.3,17.5,37.8,59.88001693480102,8394,9.9,0.01,2016,0.39,0.61
University of Electronic Science and Technology of China,China,20.5,13.4,12.9,8.8,28.0,59.88001693480102,21689,9.8,0.0,2016,0.21,0.79
Eötvös Loránd University,Hungary,21.3,43.0,12.1,30.6,29.3,59.88001693480102,28698,22.4,0.04,2016,0.5,0.5
Erciyes University,Turkey,15.5,17.2,10.9,18.0,30.3,59.88001693480102,28079,28.0,0.02,2016,0.46,0.54
Federal University of Bahia,Brazil,18.2,19.7,8.1,14.3,49.032975986277876,59.88001693480102,39861,17.9,0.01,2016,0.47,0.53
Federal University of Minas Gerais,Brazil,27.9,21.6,15.4,23.1,30.7,59.88001693480102,42612,13.5,0.01,2016,0.55,0.45
Federal University of Paraná (UFPR),Brazil,24.6,15.5,9.6,7.0,49.032975986277876,59.88001693480102,21850,11.2,0.01,2016,0.5,0.5
Federal University of Rio Grande do Sul,Brazil,32.6,18.9,13.7,16.8,49.032975986277876,59.88001693480102,38743,14.8,0.01,2016,0.5,0.5
Federal University of Santa Catarina,Brazil,26.0,21.0,12.2,14.2,42.9,59.88001693480102,26078,12.6,0.01,2016,0.48,0.52
Federal University of São Carlos,Brazil,29.0,16.8,10.8,11.5,49.032975986277876,59.88001693480102,18587,16.9,0.0,2016,0.5,0.5
Federal University of Viçosa,Brazil,39.7,15.0,14.5,3.9,59.0,59.88001693480102,13163,11.4,0.03,2016,0.7,0.3
Federal University of Lavras,Brazil,25.8,14.5,16.4,3.0,49.032975986277876,59.88001693480102,10350,20.9,0.02,2016,0.53,0.47
Feng Chia University,Taiwan,14.6,21.1,13.7,34.4,33.9,59.88001693480102,20213,23.9,0.07,2016,0.36,0.64
Florida Institute of Technology,United States of America,20.4,62.4,13.5,24.6,33.4,59.88001693480102,4408,13.7,0.26,2016,0.34,0.66
Fu Jen Catholic University,Taiwan,14.4,19.1,9.8,18.2,47.0,59.88001693480102,25951,22.8,0.04,2016,0.59,0.41
Gdańsk University of Technology,Poland,15.5,16.1,9.5,15.2,36.8,59.88001693480102,25217,23.3,0.01,2016,0.39,0.61
University of Ghana,Ghana,15.6,48.4,15.6,19.5,49.032975986277876,59.88001693480102,37274,37.5,0.02,2016,0.41,0.59
Gifu University,Japan,25.4,18.5,16.9,14.7,32.8,59.88001693480102,7318,12.4,0.04,2016,0.35,0.65
Glasgow Caledonian University,United Kingdom,17.1,55.0,10.4,24.2,29.9,59.88001693480102,13527,21.6,0.16,2016,0.6,0.4
University of Greenwich,United Kingdom,15.7,81.8,9.5,17.7,30.0,59.88001693480102,18096,24.6,0.32,2016,0.53,0.47
Hacettepe University,Turkey,21.0,19.6,11.8,19.7,28.2,59.88001693480102,39606,20.4,0.04,2016,0.56,0.44
University of Huddersfield,United Kingdom,17.4,55.2,5.4,16.5,28.0,59.88001693480102,15436,18.1,0.25,2016,0.54,0.46
Hunan University,China,18.3,14.8,15.0,21.2,46.7,59.88001693480102,42756,24.7,0.02,2016,0.43,0.57
University of Ibadan,Nigeria,22.7,26.1,11.1,4.6,29.2,59.88001693480102,26247,17.1,0.01,2016,0.45,0.55
University of Indonesia,Indonesia,18.1,37.2,8.0,13.9,40.0,59.88001693480102,43565,15.8,0.0,2016,0.51,0.49
Inha University,South Korea,20.7,23.5,20.0,22.5,64.7,59.88001693480102,20353,24.1,0.03,2016,0.36,0.64
I-Shou University,Taiwan,12.8,24.8,11.5,13.3,41.0,59.88001693480102,16263,29.9,0.1,2016,0.45,0.55
Istanbul University,Turkey,26.0,20.0,23.3,10.0,100.0,59.88001693480102,82096,41.1,0.06,2016,0.44,0.56
Jagiellonian University,Poland,24.0,33.5,14.4,30.7,28.0,59.88001693480102,42835,11.5,0.05,2016,0.67,0.33
Jilin University,China,28.2,20.3,14.4,14.6,42.1,59.88001693480102,65605,13.6,0.03,2016,0.46,0.54
University of Jordan,Jordan,19.0,53.7,7.7,7.8,28.8,59.88001693480102,35577,13.6,0.13,2016,0.67,0.33
Jordan University of Science and Technology,Jordan,16.4,62.2,6.2,16.4,31.4,59.88001693480102,24686,16.4,0.23,2016,0.55,0.45
Juntendo University,Japan,32.3,16.7,10.5,24.0,51.1,59.88001693480102,3955,3.7,0.01,2016,0.52,0.48
K.N. Toosi University of Technology,Iran,20.9,7.1,18.1,22.5,45.5,59.88001693480102,7146,24.6,0.0,2016,0.32,0.68
Kaohsiung Medical University,Taiwan,20.6,19.9,22.2,20.5,33.2,59.88001693480102,7009,12.6,0.05,2016,0.56,0.44
Khon Kaen University,Thailand,18.2,31.5,7.4,19.9,35.7,59.88001693480102,39669,16.9,0.01,2016,0.62,0.38
King Mongkut’s University of Technology Thonburi,Thailand,18.2,28.5,11.4,36.2,70.3,59.88001693480102,17791,23.7,0.01,2016,0.42,0.58
Kingston University,United Kingdom,16.9,76.8,12.1,26.7,28.5,59.88001693480102,20778,20.9,0.34,2016,0.53,0.47
Kinki University,Japan,18.5,17.0,7.9,30.0,33.2,59.88001693480102,31216,11.6,0.02,2016,0.5,0.5
Kobe University,Japan,27.8,21.1,15.4,24.3,45.1,59.88001693480102,15885,8.4,0.06,2016,0.33,0.67
Konkuk University,South Korea,20.0,22.6,19.6,17.0,36.0,59.88001693480102,26483,23.5,0.06,2016,0.47,0.53
Kumamoto University,Japan,23.4,22.2,11.6,28.1,43.1,59.88001693480102,10226,7.6,0.05,2016,0.37,0.63
Kyungpook National University,South Korea,21.1,21.7,16.0,18.1,34.9,59.88001693480102,27152,14.4,0.04,2016,0.42,0.58
Kyushu Institute of Technology,Japan,19.4,20.7,12.5,14.2,44.1,59.88001693480102,5890,12.1,0.04,2016,0.11,0.89
University of Latvia,Latvia,22.6,31.5,10.2,20.9,28.3,59.88001693480102,15100,26.5,0.03,2016,0.68,0.32
Lille 1 University – Science and Technology,France,20.0,60.3,8.6,32.4,31.8,59.88001693480102,19599,14.5,0.18,2016,0.41,0.59
University of Lincoln,United Kingdom,17.9,60.5,11.9,26.4,29.3,59.88001693480102,10665,18.9,0.11,2016,0.54,0.46
University of Ljubljana,Slovenia,24.9,34.5,13.6,24.0,32.3,59.88001693480102,48821,17.6,0.04,2016,0.6,0.4
University of Marrakech Cadi Ayyad,Morocco,17.4,42.7,6.3,12.1,29.2,59.88001693480102,56060,38.7,0.01,2016,0.46,0.54
Miami University,United States of America,19.2,24.8,15.7,36.1,30.2,59.88001693480102,16370,20.5,0.07,2016,0.53,0.47
Middlesex University,United Kingdom,18.5,81.0,10.6,25.7,49.032975986277876,59.88001693480102,17753,24.7,0.44,2016,0.59,0.41
Moscow Institute of Physics and Technology,Russian Federation,34.3,44.4,16.3,15.5,28.0,59.88001693480102,5395,7.0,0.12,2016,0.5,0.5
University of Murcia,Spain,19.3,28.3,11.7,28.0,29.5,59.88001693480102,31460,15.8,0.06,2016,0.62,0.38
Nagasaki University,Japan,22.8,21.9,10.8,14.3,49.032975986277876,59.88001693480102,9137,7.2,0.04,2016,0.36,0.64
University of Nairobi,Kenya,13.7,45.5,9.0,19.5,28.0,59.88001693480102,72676,47.0,0.01,2016,0.4,0.6
National Chengchi University,Taiwan,18.4,33.1,12.5,14.0,31.3,59.88001693480102,16867,18.4,0.1,2016,0.57,0.43
National Chung Cheng University,Taiwan,21.3,14.2,20.3,15.7,40.8,59.88001693480102,11989,22.9,0.01,2016,0.5,0.5
National Chung Hsing University,Taiwan,20.2,16.9,16.8,24.5,42.5,59.88001693480102,15632,20.3,0.04,2016,0.39,0.61
National Taipei University of Technology,Taiwan,17.8,16.0,14.6,16.4,81.3,59.88001693480102,10227,16.5,0.03,2016,0.25,0.75
National Taiwan Ocean University,Taiwan,18.1,20.3,21.0,18.2,49.3,59.88001693480102,8240,20.9,0.05,2016,0.3,0.7
National University of Córdoba,Argentina,16.0,28.1,9.0,12.5,28.6,59.88001693480102,108373,38.1,0.02,2016,0.62,0.38
National University of Science and Technology (MISiS),Russian Federation,24.8,33.7,17.5,10.8,67.2,59.88001693480102,4441,6.7,0.13,2016,0.43,0.57
National University of Sciences and Technology,Pakistan,21.4,31.3,7.0,35.0,31.3,59.88001693480102,9808,7.8,0.03,2016,0.27,0.73
Niigata University,Japan,21.9,19.3,10.1,17.5,33.0,59.88001693480102,12460,8.5,0.03,2016,0.37,0.63
Northumbria University,United Kingdom,17.7,55.1,10.9,29.2,29.1,59.88001693480102,22750,19.3,0.16,2016,0.55,0.45
Northwestern Polytechnical University,China,23.4,15.2,15.4,3.5,28.0,59.88001693480102,23056,14.1,0.03,2016,0.25,0.75
Nottingham Trent University,United Kingdom,16.5,52.7,8.9,27.3,28.4,59.88001693480102,21852,17.4,0.18,2016,0.55,0.45
Oakland University,United States of America,18.1,23.3,11.9,21.9,30.3,59.88001693480102,14584,19.8,0.02,2016,0.6,0.4
Ocean University of China,China,18.9,15.6,10.7,12.9,50.1,59.88001693480102,36205,20.6,0.01,2016,0.4,0.6
Ohio University,United States of America,25.0,33.6,14.9,24.6,30.1,59.88001693480102,22224,20.0,0.1,2016,0.5,0.5
Okayama University,Japan,24.3,20.6,14.9,25.3,48.0,59.88001693480102,13035,8.6,0.03,2016,0.38,0.62
Osaka Prefecture University,Japan,21.6,17.6,10.2,17.5,41.5,59.88001693480102,8051,7.5,0.03,2016,0.36,0.64
University of Pardubice,Czech Republic,15.9,23.4,11.9,11.1,28.3,59.88001693480102,10671,19.8,0.04,2016,0.55,0.45
University of Paris North – Paris 13,France,17.5,46.4,11.6,36.2,28.0,59.88001693480102,23026,23.4,0.22,2016,0.6,0.4
Paris-Sorbonne University – Paris 4,France,31.1,44.2,21.3,7.1,28.5,59.88001693480102,21580,27.4,0.21,2016,0.69,0.31
University of Patras,Greece,18.5,30.6,12.1,28.8,48.3,59.88001693480102,29251,40.9,0.04,2016,0.46,0.54
University of Pécs,Hungary,19.7,50.8,9.0,23.4,28.4,59.88001693480102,21819,15.4,0.1,2016,0.5,0.5
Polytechnic University of Valencia,Spain,20.3,32.9,12.7,34.3,43.8,59.88001693480102,33172,13.6,0.07,2016,0.36,0.64
Pontifical Catholic University of Paraná,Brazil,18.4,18.6,6.5,32.2,28.0,59.88001693480102,7741,10.9,0.02,2016,0.01,0.99
Pontifical Catholic University of Rio Grande do Sul (PUCRS),Brazil,21.1,18.7,10.9,27.6,52.3,59.88001693480102,14797,10.1,0.0,2016,0.5,0.5
Pontifical Catholic University of Valparaíso,Chile,18.4,35.7,8.0,10.4,44.3,59.88001693480102,13493,10.4,0.0,2016,0.45,0.55
Prince of Songkla University,Thailand,15.3,31.0,7.0,22.2,31.6,59.88001693480102,38274,16.1,0.01,2016,0.69,0.31
Qatar University,Qatar,9.9,99.9,10.3,22.3,55.2,59.88001693480102,9583,19.0,0.42,2016,0.74,0.26
Rio de Janeiro State University (UERJ),Brazil,21.7,16.8,9.1,12.3,30.8,59.88001693480102,28757,10.1,0.0,2016,0.46,0.54
Rochester Institute of Technology,United States of America,17.4,29.8,13.4,25.1,30.4,59.88001693480102,12965,13.5,0.13,2016,0.34,0.66
Saitama University,Japan,18.6,20.6,9.6,23.4,29.6,59.88001693480102,7469,11.7,0.02,2016,0.33,0.67
University of Salford,United Kingdom,20.8,66.4,12.1,21.2,28.8,59.88001693480102,16152,17.0,0.25,2016,0.51,0.49
"University of Santiago, Chile (USACH)",Chile,17.6,40.4,11.3,10.2,31.0,59.88001693480102,22739,23.6,0.01,2016,0.39,0.61
São Paulo State University (UNESP),Brazil,28.0,18.7,22.6,6.7,40.1,59.88001693480102,50594,13.0,0.05,2016,0.52,0.48
Savitribai Phule Pune University,India,38.3,17.3,12.4,11.4,29.3,59.88001693480102,4858,14.6,0.03,2016,0.25,0.75
University of Science and Technology Beijing,China,25.1,15.6,22.4,6.9,89.7,59.88001693480102,22780,15.1,0.04,2016,0.36,0.64
Sejong University,South Korea,18.9,25.2,12.2,38.7,35.4,59.88001693480102,11704,15.5,0.03,2016,0.43,0.57
University of Seoul,South Korea,22.8,18.7,17.5,21.4,28.9,59.88001693480102,10243,19.0,0.03,2016,0.36,0.64
